DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	Price	Currency	UpdateTime
2016-11-01 00:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	143.93	RON	2017-09-14 09:30:39
2016-11-01 04:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	157.00	RON	2017-09-14 09:30:39
2016-11-01 08:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	156.97	RON	2017-09-14 09:30:39
2016-11-01 12:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	141.68	RON	2017-09-14 09:30:39
2016-11-01 16:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	225.00	RON	2017-09-14 09:30:39
2016-11-01 20:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	179.99	RON	2017-09-14 09:30:39
2016-11-01 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	39.47	EUR	2017-09-14 09:30:39
2016-11-01 01:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	35.58	EUR	2017-09-14 09:30:39
2016-11-01 02:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	32.48	EUR	2017-09-14 09:30:39
2016-11-01 03:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	26.70	EUR	2017-09-14 09:30:39
2016-11-01 04:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	26.90	EUR	2017-09-14 09:30:39
2016-11-01 05:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	21.42	EUR	2017-09-14 09:30:39
2016-11-01 06:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	34.96	EUR	2017-09-14 09:30:39
2016-11-01 07:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	44.09	EUR	2017-09-14 09:30:39
2016-11-01 08:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	39.65	EUR	2017-09-14 09:30:39
2016-11-01 09:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	40.00	EUR	2017-09-14 09:30:39
2016-11-01 10:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	36.40	EUR	2017-09-14 09:30:39
2016-11-01 11:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	33.08	EUR	2017-09-14 09:30:39
2016-11-01 12:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	33.35	EUR	2017-09-14 09:30:39
2016-11-01 13:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	27.76	EUR	2017-09-14 09:30:39
2016-11-01 14:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	29.13	EUR	2017-09-14 09:30:39
2016-11-01 15:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	27.18	EUR	2017-09-14 09:30:39
2016-11-01 16:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	30.88	EUR	2017-09-14 09:30:39
2016-11-01 17:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	40.20	EUR	2017-09-14 09:30:39
2016-11-01 18:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	47.67	EUR	2017-09-14 09:30:39
2016-11-01 19:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	47.65	EUR	2017-09-14 09:30:39
2016-11-01 20:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	38.89	EUR	2017-09-14 09:30:39
2016-11-01 21:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	39.34	EUR	2017-09-14 09:30:39
2016-11-01 22:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	36.13	EUR	2017-09-14 09:30:39
2016-11-01 23:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	29.00	EUR	2017-09-14 09:30:39
2016-11-01 00:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	32.00	EUR	2017-09-14 09:30:39
2016-11-01 04:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	34.91	EUR	2017-09-14 09:30:39
2016-11-01 08:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	34.90	EUR	2017-09-14 09:30:39
2016-11-01 12:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	31.50	EUR	2017-09-14 09:30:39
