DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	Price	Currency	UpdateTime
2015-05-17 04:00:00.000	PT60M	10Y1001A1001A73I	BZN	IT-North BZN	IT-NORTH	39.00	EUR	2017-09-14 09:28:15
2015-05-17 08:00:00.000	PT60M	10Y1001A1001A73I	BZN	IT-North BZN	IT-NORTH	34.41	EUR	2017-09-14 09:28:15
2015-05-17 12:00:00.000	PT60M	10Y1001A1001A73I	BZN	IT-North BZN	IT-NORTH	10.00	EUR	2017-09-14 09:28:15
2015-05-17 16:00:00.000	PT60M	10Y1001A1001A73I	BZN	IT-North BZN	IT-NORTH	44.44	EUR	2017-09-14 09:28:15
2015-05-17 20:00:00.000	PT60M	10Y1001A1001A73I	BZN	IT-North BZN	IT-NORTH	55.69	EUR	2017-09-14 09:28:15
2015-05-17 00:00:00.000	PT60M	10Y1001A1001A788	BZN	IT-South BZN	IT-SOUTH	40.00	EUR	2017-09-14 09:28:15
2015-05-17 04:00:00.000	PT60M	10Y1001A1001A788	BZN	IT-South BZN	IT-SOUTH	39.00	EUR	2017-09-14 09:28:15
2015-05-17 08:00:00.000	PT60M	10Y1001A1001A788	BZN	IT-South BZN	IT-SOUTH	34.41	EUR	2017-09-14 09:28:15
2015-05-17 12:00:00.000	PT60M	10Y1001A1001A788	BZN	IT-South BZN	IT-SOUTH	10.00	EUR	2017-09-14 09:28:15
2015-05-17 16:00:00.000	PT60M	10Y1001A1001A788	BZN	IT-South BZN	IT-SOUTH	44.44	EUR	2017-09-14 09:28:15
2015-05-17 20:00:00.000	PT60M	10Y1001A1001A788	BZN	IT-South BZN	IT-SOUTH	55.69	EUR	2017-09-14 09:28:15
2015-05-17 00:00:00.000	PT60M	10Y1001A1001A893	BZN	IT-SACODC BZN	IT-SACODC	40.00	EUR	2017-09-14 09:28:15
2015-05-17 04:00:00.000	PT60M	10Y1001A1001A893	BZN	IT-SACODC BZN	IT-SACODC	39.00	EUR	2017-09-14 09:28:15
2015-05-17 08:00:00.000	PT60M	10Y1001A1001A893	BZN	IT-SACODC BZN	IT-SACODC	34.41	EUR	2017-09-14 09:28:15
2015-05-17 12:00:00.000	PT60M	10Y1001A1001A893	BZN	IT-SACODC BZN	IT-SACODC	10.00	EUR	2017-09-14 09:28:15
2015-05-17 16:00:00.000	PT60M	10Y1001A1001A893	BZN	IT-SACODC BZN	IT-SACODC	44.44	EUR	2017-09-14 09:28:15
2015-05-17 20:00:00.000	PT60M	10Y1001A1001A893	BZN	IT-SACODC BZN	IT-SACODC	55.69	EUR	2017-09-14 09:28:15
