DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	Price	Currency	UpdateTime
2015-04-01 00:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	-7.11	EUR	2017-09-14 09:28:04
2015-04-01 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	-5.81	EUR	2017-09-14 09:28:04
2015-04-01 02:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	2.22	EUR	2017-09-14 09:28:04
2015-04-01 03:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	14.00	EUR	2017-09-14 09:28:04
2015-04-01 04:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	35.94	EUR	2017-09-14 09:28:04
2015-04-01 05:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	35.01	EUR	2017-09-14 09:28:04
2015-04-01 06:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	17.46	EUR	2017-09-14 09:28:04
2015-04-01 07:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	20.00	EUR	2017-09-14 09:28:04
2015-04-01 08:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	19.00	EUR	2017-09-14 09:28:04
2015-04-01 09:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	16.01	EUR	2017-09-14 09:28:04
2015-04-01 10:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	12.09	EUR	2017-09-14 09:28:04
2015-04-01 11:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	12.64	EUR	2017-09-14 09:28:04
2015-04-01 12:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	14.41	EUR	2017-09-14 09:28:04
2015-04-01 13:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	16.47	EUR	2017-09-14 09:28:04
2015-04-01 14:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	19.49	EUR	2017-09-14 09:28:04
2015-04-01 15:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	30.72	EUR	2017-09-14 09:28:04
2015-04-01 16:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	38.28	EUR	2017-09-14 09:28:04
2015-04-01 17:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	39.57	EUR	2017-09-14 09:28:04
2015-04-01 18:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	29.32	EUR	2017-09-14 09:28:04
2015-04-01 19:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	28.11	EUR	2017-09-14 09:28:04
2015-04-01 20:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	21.20	EUR	2017-09-14 09:28:04
