DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	Price	Currency	UpdateTime
2015-11-01 00:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	21.69	EUR	2017-09-14 09:28:56
2015-11-01 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	23.28	EUR	2017-09-14 09:28:56
2015-11-01 02:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	26.00	EUR	2017-09-14 09:28:56
2015-11-01 03:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	22.42	EUR	2017-09-14 09:28:56
2015-11-01 04:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	23.05	EUR	2017-09-14 09:28:56
2015-11-01 05:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	25.80	EUR	2017-09-14 09:28:56
2015-11-01 06:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	29.59	EUR	2017-09-14 09:28:56
2015-11-01 07:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	24.40	EUR	2017-09-14 09:28:56
2015-11-01 08:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	24.90	EUR	2017-09-14 09:28:56
2015-11-01 09:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	27.00	EUR	2017-09-14 09:28:56
2015-11-01 10:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	27.80	EUR	2017-09-14 09:28:56
2015-11-01 11:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	24.00	EUR	2017-09-14 09:28:56
2015-11-01 12:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	22.72	EUR	2017-09-14 09:28:56
2015-11-01 13:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	25.33	EUR	2017-09-14 09:28:56
2015-11-01 14:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	28.23	EUR	2017-09-14 09:28:56
2015-11-01 15:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	40.00	EUR	2017-09-14 09:28:56
2015-11-01 16:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	46.00	EUR	2017-09-14 09:28:56
2015-11-01 17:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	47.43	EUR	2017-09-14 09:28:56
2015-11-01 18:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	48.47	EUR	2017-09-14 09:28:56
2015-11-01 19:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	39.96	EUR	2017-09-14 09:28:56
2015-11-01 20:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	36.74	EUR	2017-09-14 09:28:56
2015-11-01 21:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	34.74	EUR	2017-09-14 09:28:56
2015-11-01 22:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	29.50	EUR	2017-09-14 09:28:56
2015-11-01 23:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	28.00	EUR	2017-09-14 09:28:56
2015-11-02 00:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	28.35	EUR	2017-09-14 09:28:56
2015-11-02 01:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	28.00	EUR	2017-09-14 09:28:56
2015-11-02 02:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	28.28	EUR	2017-09-14 09:28:56
2015-11-02 03:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	29.90	EUR	2017-09-14 09:28:56
2015-11-02 04:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	39.33	EUR	2017-09-14 09:28:56
2015-11-02 05:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	52.99	EUR	2017-09-14 09:28:56
2015-11-02 06:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	57.00	EUR	2017-09-14 09:28:56
2015-11-02 07:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	50.98	EUR	2017-09-14 09:28:56
2015-11-02 08:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	45.00	EUR	2017-09-14 09:28:56
2015-11-02 09:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	40.97	EUR	2017-09-14 09:28:56
2015-11-02 10:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	40.00	EUR	2017-09-14 09:28:56
2015-11-02 11:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	36.04	EUR	2017-09-14 09:28:56
2015-11-02 12:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	40.09	EUR	2017-09-14 09:28:56
2015-11-02 13:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	46.60	EUR	2017-09-14 09:28:56
2015-11-02 14:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	52.21	EUR	2017-09-14 09:28:56
2015-11-02 15:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	56.00	EUR	2017-09-14 09:28:56
2015-11-02 16:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	63.92	EUR	2017-09-14 09:28:56
2015-11-02 17:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	64.45	EUR	2017-09-14 09:28:56
2015-11-02 18:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	57.57	EUR	2017-09-14 09:28:56
2015-11-02 19:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	47.05	EUR	2017-09-14 09:28:56
2015-11-02 20:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	43.50	EUR	2017-09-14 09:28:56
2015-11-02 21:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	37.28	EUR	2017-09-14 09:28:56
2015-11-02 22:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	31.92	EUR	2017-09-14 09:28:56
2015-11-02 23:30:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	30.78	EUR	2017-09-14 09:28:56
2015-11-01 02:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	115.65	RON	2017-09-14 09:28:56
2015-11-01 06:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	124.10	RON	2017-09-14 09:28:56
2015-11-01 10:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	128.50	RON	2017-09-14 09:28:56
2015-11-01 14:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	141.00	RON	2017-09-14 09:28:56
2015-11-01 18:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	232.73	RON	2017-09-14 09:28:56
2015-11-01 22:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	152.15	RON	2017-09-14 09:28:56
2015-11-01 02:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	26.09	EUR	2017-09-14 09:28:57
2015-11-01 06:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	28.00	EUR	2017-09-14 09:28:57
2015-11-01 10:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	28.99	EUR	2017-09-14 09:28:57
2015-11-01 14:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	29.62	EUR	2017-09-14 09:28:57
2015-11-01 18:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	52.51	EUR	2017-09-14 09:28:57
2015-11-01 22:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	34.33	EUR	2017-09-14 09:28:57
2015-11-01 02:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	26.09	EUR	2017-09-14 09:28:57
2015-11-01 06:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	28.00	EUR	2017-09-14 09:28:57
2015-11-01 10:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	28.99	EUR	2017-09-14 09:28:57
2015-11-01 14:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	31.26	EUR	2017-09-14 09:28:57
2015-11-01 18:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	52.51	EUR	2017-09-14 09:28:57
2015-11-01 22:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	34.33	EUR	2017-09-14 09:28:57
2015-11-01 02:00:00.000	PT60M	10YCZ-CEPS-----N	BZN	CZ BZN	CZ	26.09	EUR	2017-09-14 09:28:57
2015-11-01 06:00:00.000	PT60M	10YCZ-CEPS-----N	BZN	CZ BZN	CZ	28.00	EUR	2017-09-14 09:28:57
2015-11-01 00:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	28.00	EUR	2017-09-14 09:28:56
2015-11-01 01:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	26.00	EUR	2017-09-14 09:28:56
