DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	Price	Currency	UpdateTime
2017-03-04 12:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	29.50	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	36.91	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	29.25	EUR	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	29.90	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	29.62	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	36.93	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	29.50	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	36.91	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	29.25	EUR	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10YCZ-CEPS-----N	BZN	CZ BZN	CZ	28.65	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10YCZ-CEPS-----N	BZN	CZ BZN	CZ	28.12	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10YCZ-CEPS-----N	BZN	CZ BZN	CZ	35.00	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10YCZ-CEPS-----N	BZN	CZ BZN	CZ	29.50	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10YCZ-CEPS-----N	BZN	CZ BZN	CZ	36.91	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10YCZ-CEPS-----N	BZN	CZ BZN	CZ	29.25	EUR	2017-09-14 09:31:25
2017-03-05 00:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	12.00	RON	2017-09-14 09:31:25
2017-03-05 04:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	36.72	RON	2017-09-14 09:31:25
2017-03-05 08:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	90.85	RON	2017-09-14 09:31:25
2017-03-05 12:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	75.34	RON	2017-09-14 09:31:25
2017-03-05 16:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	136.62	RON	2017-09-14 09:31:25
2017-03-05 20:00:00.000	PT60M	10YRO-TEL------P	BZN	RO BZN	RO	100.00	RON	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	30.25	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	23.99	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	39.34	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	41.69	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	40.44	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	46.44	EUR	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10YLV-1001A00074	BZN	LV BZN	LV	30.32	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10YLV-1001A00074	BZN	LV BZN	LV	29.22	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10YLV-1001A00074	BZN	LV BZN	LV	31.46	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10YLV-1001A00074	BZN	LV BZN	LV	30.68	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10YLV-1001A00074	BZN	LV BZN	LV	31.13	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10YLV-1001A00074	BZN	LV BZN	LV	30.58	EUR	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10YNO-3--------J	BZN	NO3 BZN	NO3	30.32	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10YNO-3--------J	BZN	NO3 BZN	NO3	29.22	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10YNO-3--------J	BZN	NO3 BZN	NO3	31.46	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10YNO-3--------J	BZN	NO3 BZN	NO3	30.68	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10YNO-3--------J	BZN	NO3 BZN	NO3	31.13	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10YNO-3--------J	BZN	NO3 BZN	NO3	30.58	EUR	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10YLT-1001A0008Q	BZN	LT BZN	LT	30.32	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10YLT-1001A0008Q	BZN	LT BZN	LT	29.22	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10YLT-1001A0008Q	BZN	LT BZN	LT	31.46	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10YLT-1001A0008Q	BZN	LT BZN	LT	30.68	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10YLT-1001A0008Q	BZN	LT BZN	LT	31.13	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10YLT-1001A0008Q	BZN	LT BZN	LT	30.58	EUR	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10YFI-1--------U	BZN	FI BZN	FI	30.32	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10YFI-1--------U	BZN	FI BZN	FI	29.22	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10YFI-1--------U	BZN	FI BZN	FI	31.46	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10YFI-1--------U	BZN	FI BZN	FI	30.68	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10YFI-1--------U	BZN	FI BZN	FI	31.13	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10YFI-1--------U	BZN	FI BZN	FI	30.58	EUR	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10Y1001A1001A46L	BZN	SE3 BZN	SE3	30.32	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10Y1001A1001A46L	BZN	SE3 BZN	SE3	29.22	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10Y1001A1001A46L	BZN	SE3 BZN	SE3	31.46	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10Y1001A1001A46L	BZN	SE3 BZN	SE3	30.68	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10Y1001A1001A46L	BZN	SE3 BZN	SE3	31.13	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10Y1001A1001A46L	BZN	SE3 BZN	SE3	30.58	EUR	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10YNO-4--------9	BZN	NO4 BZN	NO4	25.12	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10YNO-4--------9	BZN	NO4 BZN	NO4	25.15	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10YNO-4--------9	BZN	NO4 BZN	NO4	25.42	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10YNO-4--------9	BZN	NO4 BZN	NO4	25.35	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10YNO-4--------9	BZN	NO4 BZN	NO4	25.47	EUR	2017-09-14 09:31:25
2017-03-04 20:00:00.000	PT60M	10YNO-4--------9	BZN	NO4 BZN	NO4	25.70	EUR	2017-09-14 09:31:25
2017-03-04 00:00:00.000	PT60M	10Y1001A1001A45N	BZN	SE2 BZN	SE2	30.32	EUR	2017-09-14 09:31:25
2017-03-04 04:00:00.000	PT60M	10Y1001A1001A45N	BZN	SE2 BZN	SE2	29.22	EUR	2017-09-14 09:31:25
2017-03-04 08:00:00.000	PT60M	10Y1001A1001A45N	BZN	SE2 BZN	SE2	31.46	EUR	2017-09-14 09:31:25
2017-03-04 12:00:00.000	PT60M	10Y1001A1001A45N	BZN	SE2 BZN	SE2	30.68	EUR	2017-09-14 09:31:25
2017-03-04 16:00:00.000	PT60M	10Y1001A1001A45N	BZN	SE2 BZN	SE2	31.13	EUR	2017-09-14 09:31:25
2017-03-04 14:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	31.10	EUR	2017-09-14 09:31:25
2017-03-04 18:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	39.11	EUR	2017-09-14 09:31:25
2017-03-04 22:00:00.000	PT60M	10YSK-SEPS-----K	BZN	SK BZN	SK	21.58	EUR	2017-09-14 09:31:25
2017-03-04 02:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	28.40	EUR	2017-09-14 09:31:25
2017-03-04 06:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	33.29	EUR	2017-09-14 09:31:25
2017-03-04 10:00:00.000	PT60M	10YHU-MAVIR----U	BZN	HU BZN	HU	32.00	EUR	2017-09-14 09:31:25
